"locus_tag","gene_name","function","logFC","logCPM","PValue","q.value","UniprotID"
"ABUW_0821","ABUW_0821","band 7 protein",-1.47650815239268,1.8197112660932,1,1,"WP_001143942.1"
"ABUW_0822","ABUW_0822","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000397562.1"
"ABUW_0825","ABUW_0825","major facilitator superfamily MFS_1",-0.016535213920176,2.13141265059946,1,1,"WP_000489695.1"
"ABUW_0827","pmrC","lipid A phosphoethanolamine transferase",-1.54479624389549,2.57664535927443,0.301057227317406,1,"no data"
"ABUW_0829","qseC","two-component system sensor kinase",-2.66815201489759,2.02866003665375,0.500635399121533,1,"no data"
"ABUW_0830","ABUW_0830","hypothetical protein",-2.60286023952697,1.99055417797053,0.553373198832575,1,"WP_000184466.1"
"ABUW_0831","ABUW_0831","ammonium transporter",-2.92804758067085,2.06771563730934,0.585733186786547,1,"WP_002013237.1"
"ABUW_0832","ABUW_0832","transcriptional regulator, LysR family",-3.51930256206446,2.21702789230078,0.269955392250133,1,"WP_000144736.1"
"ABUW_0833","ABUW_0833","hypothetical protein",-3.48143190745681,2.21677518970363,0.380611250907161,1,"WP_001084909.1"
"ABUW_0834","ABUW_0834","DnaJ domain protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000006925.1"
"ABUW_0839","ABUW_0839","hypothetical protein",-2.60340996104341,1.99055417797053,0.552633243188252,1,"WP_000371755.1"
"ABUW_0842","adeK","multidrug efflux protein AdeK",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001174793.1"
"ABUW_0845","ABUW_0845","hypothetical protein",-4.25441489554481,2.50845117243279,0.10161876486668,0.828315723780051,"WP_001986352.1"
"ABUW_0846","ABUW_0846","site-specific recombinase",-4.1288254038171,2.45796301500101,0.10270799045892,0.828315723780051,"WP_000547891.1"
"ABUW_0850","lolA","outer membrane lipoprotein carrier protein LolA",-4.96484498904554,2.84843460464442,0.0650884567724621,0.692701831106436,"WP_001056757.1"
"ABUW_0851","ABUW_0851","hypothetical protein",-3.30544477068919,2.14887709056499,0.253210483143326,1,"WP_001177768.1"
"ABUW_0854","ABUW_0854","RNA methyltransferase, TrmH family",-2.60395987593465,1.99055417797053,0.551900611409463,1,"WP_000582210.1"
"ABUW_0856","ABUW_0856","hypothetical protein",-2.19186783462656,1.93057900459029,0.999999999999975,1,"WP_000071881.1"
"ABUW_0857","ABUW_0857","putrescine importer",-3.54820233879253,2.23594958403536,0.250953098682292,1,"WP_000183443.1"
"ABUW_0858","ABUW_0858","alcohol dehydrogenase, class IV",-3.00446214906316,2.07220617278912,0.510902455792237,1,"WP_001118404.1"
"ABUW_0864","ABUW_0864","YgfB/YecA family protein",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_001274941.1"
"ABUW_0865","ABUW_0865","rhodanese domain protein",-3.02876450109451,2.09717168726534,0.507961406065787,1,"WP_000994655.1"
"ABUW_0866","ABUW_0866","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001984862.1"
"ABUW_0883","ABUW_0883","metallopeptidase, zinc binding",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_001267656.1"
"ABUW_0884","ABUW_0884","putave Na+/H+ antiporter",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_000526259.1"
"ABUW_0885","ABUW_0885","biofilm-associated protein",-6.75888811409299,4.0262156461809,0.000210320462927271,0.015856710500228,"WP_079398453.1"
"ABUW_0886","ABUW_0886","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000257898.1"
"ABUW_0887","ABUW_0887","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000221993.1"
"ABUW_0888","ABUW_0888","metalloprotease",-3.02302114057013,2.07668969307027,0.500635399121533,1,"WP_000722324.1"
"ABUW_0891","cat","chloramphenicol acetyltransferase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_0897","ABUW_0897","hypothetical protein",-2.66599686960331,1.99525067589503,0.999999999999975,1,"no data"
"ABUW_0898","rrmJ","ribosomal RNA large subunit methyltransferase J",-3.48605567364597,3.59583298188429,0.0124175318959258,0.314577474696786,"no data"
"ABUW_0900","folP","dihydropteroate synthase",-3.02302114057013,2.07668969307027,0.500635399121533,1,"WP_001176043.1"
"ABUW_0903","ABUW_0903","",-3.72551060889178,3.75818319473862,0.00612645613953807,0.202439420262997,"no data"
"ABUW_0904","ABUW_0904","alkaline phosphatase",-4.24104015237895,2.50048901672685,0.115873990451881,0.859633558125512,"WP_001290935.1"
"ABUW_0905","ABUW_0905","",-3.75146919098106,2.30617017737496,0.129362641733211,0.859633558125512,"no data"
"ABUW_0910","kgtP","MFS permease",-2.19044293082581,1.90814917360387,0.999999999999975,1,"no data"
"ABUW_0911","glpK","glycerol kinase",-3.02448465198839,2.09979049835399,0.500635399121533,1,"WP_000063780.1"
"ABUW_0913","pckG","phosphoenolpyruvate carboxykinase",-6.20039367439719,3.61805583053387,0.00216293645757419,0.0865174583029676,"no data"
"ABUW_0914","ABUW_0914","hypothetical protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_001247651.1"
"ABUW_0915","ABUW_0915","putative phosphodiesterase",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000924315.1"
"ABUW_0916","ABUW_0916","biofilm-associated protein",-2.13630109091958,3.3577841044484,0.0799688796669286,0.727860461639111,"WP_000250932.1"
"ABUW_0921","ABUW_0921","glycerophosphoryl diester phosphodiesterase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000488511.1"
"ABUW_0922","ABUW_0922","multidrug efflux protein",-1.47650815239268,1.8197112660932,1,1,"WP_002017883.1"
"ABUW_0923","ABUW_0923","hypothetical protein",-3.71053041587119,2.28158144603511,0.152371945655422,0.868633791199986,"WP_001135459.1"
"ABUW_0924","htpX","heat shock protein htpX",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000984535.1"
"ABUW_0925","ABUW_0925","lytic transglycosylase, catalytic",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000798643.1"
"ABUW_0928","ABUW_0928","lytic transglycosylase, catalytic",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001984613.1"
"ABUW_0930","ABUW_0930","",-5.15678645838945,2.95235337136185,0.0488301963619083,0.627456332291231,"no data"
"ABUW_0932","ABUW_0932","non-ribosomal peptide synthetase",-4.74117875425478,2.73544660523488,0.0408509934431869,0.591366762225182,"WP_001071462.1"
"ABUW_0939","ABUW_0939","pseudogene",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001246786.1"
"ABUW_0940","ABUW_0940","nitroreductase family protein",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_001100701.1"
"ABUW_0944","ABUW_0944","oxidoreductase alpha (molybdopterin) subunit",-3.0096759505664,2.08116618207408,0.517132435119937,1,"WP_000370435.1"
"ABUW_0949","ABUW_0949","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000451848.1"
"ABUW_0950","radA","DNA repair protein RadA",-3.75425435558578,2.32425972605638,0.125953702745073,0.859633558125512,"WP_000048860.1"
"ABUW_0951","cycA3","D-serine/D-alanine/glycine transporter",-3.92957516726757,2.36051223101566,0.127331287007583,0.859633558125512,"no data"
"ABUW_0953","lysA","diaminopimelate decarboxylase",-3.02302114057013,2.07668969307027,0.500635399121533,1,"WP_000011145.1"
"ABUW_0956","ABUW_0956","lysine exporter protein",-3.00041417208602,2.08563562414824,0.58139489153125,1,"WP_000125203.1"
"ABUW_0961","ABUW_0961","hypothetical protein",-3.43723969812118,2.20876876515481,0.374125743901408,1,"WP_001188098.1"
"ABUW_0964","ABUW_0964","hypothetical protein",-3.55530816305801,2.26128954612328,0.254820852578235,1,"WP_001140939.1"
"ABUW_0965","ABUW_0965","ABC-2 type transporter family",-2.60412094660447,1.99055417797053,0.551687443184512,1,"WP_000657699.1"
"ABUW_0966","ABUW_0966","multidrug ABC transporter permease",-3.75031358692436,2.30375559719294,0.131438227663941,0.859633558125512,"WP_000258019.1"
"ABUW_0967","ABUW_0967","putative RND family drug transporter",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_001070874.1"
"ABUW_0968","ABUW_0968","putative RND family drug transporter",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_001142047.1"
"ABUW_0970","ABUW_0970","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000691795.1"
"ABUW_0971","ABUW_0971","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000795875.1"
"ABUW_0972","ABUW_0972","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001985538.1"
"ABUW_0973","ABUW_0973","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_001140078.1"
"ABUW_0976","comA","competence factor involved in DNA uptake",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_0979","ABUW_0979","hydrolase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000114071.1"
"ABUW_0980","purN","phosphoribosylglycinamide formyltransferase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000975532.1"
"ABUW_0983","hda","DnaA family protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_001249535.1"
"ABUW_0984","ABUW_0984","hypothetical protein",-2.19152274689086,1.92567911061611,0.999999999999975,1,"no data"
"ABUW_0985","ABUW_0985","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000800799.1"
"ABUW_0989","ABUW_0989","tRNA/rRNA methyltransferase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000268346.1"
"ABUW_0992","pal","peptidoglycan-associated lipoprotein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000836015.1"
"ABUW_0993","tolB","Tol-Pal system beta propeller repeat protein TolB",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000858386.1"
"ABUW_0998","ABUW_0998","Peptidase M20D, amidohydrolase",-1.47650815239268,1.8197112660932,1,1,"WP_000276836.1"
"ABUW_1001","dgt","deoxyguanosinetriphosphate triphosphohydrolase",-2.19078776384674,1.91307375918052,0.999999999999975,1,"no data"
"ABUW_1002","purL","phosphoribosylformylglycinamidine synthase",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000471070.1"
"ABUW_1003","ABUW_1003","MFS family drug transporter",-2.24789878758767,1.94313126407536,1,1,"WP_000836951.1"
"ABUW_1005","ABUW_1005","hypothetical protein",-2.797822663414,2.04062523117975,0.577997452339944,1,"WP_000916029.1"
"ABUW_1006","ABUW_1006","enoyl-CoA hydratase/isomerase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000175548.1"
"ABUW_1008","ABUW_1008","hypothetical protein",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_001050712.1"
"ABUW_1010","ABUW_1010","ATPase",-3.66653018765421,2.28642872948986,0.200101946753552,1,"WP_001157858.1"
"ABUW_1016","cbl","transcriptional regulator, LysR family",-2.66599686960331,1.99525067589503,0.999999999999975,1,"no data"
"ABUW_1017","cysA","sulfate ABC transporter, ATP-binding protein CysA",-3.07675180962461,2.1157171227138,0.530419035565371,1,"no data"
"ABUW_1018","cysW","sulfate ABC transporter, permease protein CysW",-3.30969164475065,2.16427618138815,0.250953098682292,1,"WP_001048811.1"
"ABUW_1021","cysP","thiosulfate-binding protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_1022","pabC","aminodeoxychorismate lyase",-2.60428152256127,1.99055417797053,0.551475565418319,1,"WP_000263424.1"
"ABUW_1023","ABUW_1023","aminodeoxychorismate lyase",2.65143085576737,1.87913563580981,0.999999999999975,1,"no data"
"ABUW_1025","ABUW_1025","thioesterase family protein",-1.47650815239268,1.8197112660932,1,1,"WP_000842539.1"
"ABUW_1026","nadB","L-aspartate oxidase",-3.60581488958485,2.27590446021594,0.157892161164029,0.885594409480899,"WP_000367533.1"
"ABUW_1027","degP","peptidase S1C, Do",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_1028","ABUW_1028","thioesterase superfamily",-3.94896677588447,2.39023152810234,0.0815208810524766,0.732163990075908,"WP_000094833.1"
"ABUW_1034","ABUW_1034","hypothetical protein",-3.71978899255922,4.65767925303053,0.0140972408192298,0.346289106597782,"WP_001985517.1"
"ABUW_1037","ABUW_1037","tRNA--hydroxylase",-4.032647545248,2.40869512614747,0.175059311223666,0.95032197521419,"WP_000095056.1"
"ABUW_1041","ABUW_1041","thioesterase superfamily protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000795395.1"
"ABUW_1043","aspC","aspartate aminotransferase A",-6.6512947793581,3.94522938232151,0.000341223102144454,0.0216107964691488,"no data"
"ABUW_1047","uvrB","excinuclease ABC, B subunit",-3.02448465198839,2.09979049835399,0.500635399121533,1,"WP_001004984.1"
"ABUW_1049","rarD","RarD protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_161283637.1"
"ABUW_1051","ABUW_1051","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001183836.1"
"ABUW_1054","proB","glutamate 5-kinase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000573844.1"
"ABUW_1055","ABUW_1055","phosphoserine phosphatase",-1.47650815239268,1.8197112660932,1,1,"WP_000271367.1"
"ABUW_1056","ABUW_1056","hypothetical protein",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_001039857.1"
"ABUW_1057","dusB","tRNA-dihydrouridine synthase B",-1.47650815239268,1.8197112660932,1,1,"WP_000275424.1"
"ABUW_1059","ABUW_1059","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000885360.1"
"ABUW_1061","wecB","UDP-N-acetylglucosamine 2-epimerase",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000598629.1;WP_000718056.1;WP_000832515.1"
"ABUW_1064","ABUW_1064","glycosyltransferase",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000035256.1"
"ABUW_1065","ABUW_1065","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000067479.1"
"ABUW_1067","phrB","deoxyribodipyrimidine photo-lyase",-3.92059619968989,2.36666216335926,0.144555150596102,0.859633558125512,"no data"
"ABUW_1068","slyD","peptidyl-prolyl cis-trans isomerase, FKBP-type",-0.432546837013981,8.66167226926718,0.721882932643227,1,"no data"
"ABUW_1069","ndh","NADH dehydrogenase",-3.33555285758618,2.19062965168,0.27020318495135,1,"WP_001274552.1"
"ABUW_1070","ABUW_1070","D-ala-D-ala-carboxypeptidase penicillin-binding protein",2.06102701304011,10.878123045115,0.0233207754530142,0.461684843305377,"WP_000667907.1"
"ABUW_1071","ABUW_1071","peptidase M61",-5.5348878237583,3.17907883907733,0.0168881891862556,0.377295084539558,"WP_000903521.1"
"ABUW_1072","idh","isocitrate dehydrogenase, NADP-dependent",-3.39515779566843,7.71821382938427,0.0195769658763076,0.41474238861984,"no data"
"ABUW_1074","icd","isocitrate dehydrogenase, NADP-dependent",2.65053883276631,1.86830476686185,0.999999999999975,1,"WP_000542117.1"
"ABUW_1075","ABUW_1075","pseudogene",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_1078","ABUW_1078","major facilitator family transporter",-1.47650815239268,1.8197112660932,1,1,"WP_001992587.1"
"ABUW_1079","ABUW_1079","LysR family transcriptional regulator",-3.02448465198839,2.09979049835399,0.500635399121533,1,"WP_000925120.1"
"ABUW_1080","ABUW_1080","transport protein",-3.54859000157027,2.24252034484847,0.250953098682292,1,"WP_001025080.1"
"ABUW_1082","ABUW_1082","protease",-3.00045805964402,2.08563562414824,0.581129539886138,1,"WP_000480986.1"
"ABUW_1087","cas","crispr-associated protein Cas1",-2.24729666739413,1.94313126407536,0.999999999999988,1,"no data"
"ABUW_1088","ABUW_1088","crispr-associated helicase Cas3",-3.02375271434534,2.08825739610137,0.500635399121533,1,"no data"
"ABUW_1089","csy1","crispr-associated protein, Csy1 family",-3.70162385032708,2.28796753897599,0.181039717415857,0.975816916567739,"WP_000841022.1"
"ABUW_1090","ABUW_1090","crispr-associated protein, Csy2 family protein",-4.49567596584497,2.61404334967963,0.0892271422453671,0.783961018572011,"no data"
"ABUW_1092","csy4","crispr-associated protein, Csy4 family",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_1094","ABUW_1094","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"no data"
"ABUW_1100","rluA","pseudouridine synthase A",-5.0942955032254,2.91749217910837,0.0476243137793168,0.618709033714201,"no data"
"ABUW_1101","hepA","RNA helicase",-1.4775908781485,1.83808860474376,0.999999999999975,1,"no data"
"ABUW_1107","ABUW_1107","transcriptional regulator, TetR family",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000253006.1"
"ABUW_1111","ABUW_1111","aldehyde dehydrogenase",-3.02448465198839,2.09979049835399,0.500635399121533,1,"WP_001183471.1"
"ABUW_1113","ABUW_1113","indole-3-pyruvate decarboxylase",-1.47650815239268,1.8197112660932,1,1,"WP_000469453.1"
"ABUW_1114","aroP3","aromatic amino acid transport protein",-3.02517102653527,2.10867282301108,0.500635399121533,1,"no data"
"ABUW_1116","pstC","phosphate ABC transporter, permease protein (EsvD)",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_001050723.1"
"ABUW_1117","pstA","phosphate ABC transporter, permease protein",-6.89206326288009,4.12828684437098,0.0001946610928305,0.01557288742644,"WP_000107954.1"
"ABUW_1118","pstB","phosphate ABC transporter, ATP-binding protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_001091973.1"
"ABUW_1119","ABUW_1119","peptidase S49",-3.53540913541364,2.2211479128448,0.259663965844206,1,"no data"
"ABUW_1120","ABUW_1120","hypothetical protein",-2.19078776384674,1.91307375918052,0.999999999999975,1,"no data"
"ABUW_1125","ABUW_1125","hydrolase, NUDIX family",-2.64815785281691,2.00462153746236,0.573988964344236,1,"WP_000741964.1"
"ABUW_1127","dacC","penicillin-binding protein 6 (D-alanyl-D-alanine carboxypeptidase)",-3.07867189138069,7.88996591392651,0.00116172172514876,0.0608902421457282,"WP_000197255.1"
"ABUW_1130","surE","5'/3'-nucleotidase SurE",-1.47650815239268,1.8197112660932,1,1,"WP_001023216.1"
"ABUW_1131","nlpD","peptidase M23B",-3.25821444063902,2.14458028205954,0.529733660579402,1,"no data"
"ABUW_1132","ABUW_1132","transcriptional regulator, LysR family",-3.2827973704944,2.15745063041396,0.306054540918917,1,"WP_000886770.1"
"ABUW_1136","ABUW_1136","sodium/bile acid symporter family protein",-5.34066698885406,3.06116557870422,0.0316615794111247,0.534728896721217,"WP_001984712.1"
"ABUW_1138","ABUW_1138","hypothetical protein",-3.96875751933792,2.40147781709812,0.151860036919674,0.868633791199986,"WP_002017737.1"
"ABUW_1139","ABUW_1139","hypothetical protein",-3.02302114057013,2.07668969307027,0.500635399121533,1,"WP_000981543.1"
"ABUW_1142","cstA","carbon starvation protein A",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_1144","ABUW_1144","",-2.19113267808259,1.917990603871,0.999999999999975,1,"no data"
"ABUW_1147","ABUW_1147","glycine betaine transporter OpuD",-2.66599686960331,1.99525067589503,0.999999999999975,1,"WP_001260987.1"
"ABUW_1148","ABUW_1148","glycine betaine transporter OpuD",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001261044.1"
"ABUW_1151","ABUW_1151","rubredoxin-NAD(+) reductase",-3.54927220157462,2.25068256270946,0.250953098682292,1,"WP_223234424.1"
"ABUW_1154","ABUW_1154","hypothetical protein",-2.24670096844216,1.94313126407536,1,1,"WP_000049455.1"
"ABUW_1162","ABUW_1162","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000168943.1"
"ABUW_1165","ABUW_1165","pirin domain protein",1.32929460556145,2.194360701116,1,1,"WP_000995337.1"
"ABUW_1166","ABUW_1166","threonine ammonia-lyase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000793835.1"
"ABUW_1167","ABUW_1167","hypothetical protein",-4.02967138326063,2.40501289855736,0.168402072234833,0.92770622771864,"WP_000528175.1"
"ABUW_1173","bauD","ferric acinetobactin transport system permease",-2.2461115150482,1.94313126407536,0.999999999999998,1,"WP_001210792.1"
"ABUW_1174","bauC","ferric acinetobactin transport system permease",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001223285.1"
"ABUW_1177","bauA","ferric acinetobactin receptor",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_001016286.1"
"ABUW_1178","basC","nonribosomal peptide synthetase BasC",-3.02847678277018,2.09717168726534,0.507408620691932,1,"WP_000717756.1"
"ABUW_1180","basE","2,3-dihydroxybenzoate-AMP ligase",-1.47650815239268,1.8197112660932,1,1,"WP_000744369.1"
"ABUW_1185","ABUW_1185","ABC transporter",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_1188","basJ","isochorismate synthetase",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000983826.1"
"ABUW_1189","ABUW_1189","ErfK/YbiS/YcfS/YnhG family",-1.47650815239268,1.8197112660932,1,1,"WP_000498089.1"
"ABUW_1193","ABUW_1193","hypothetical protein",-5.67110228543964,3.26344324171267,0.01175295168384,0.303882620292839,"WP_000055510.1"
"ABUW_1194","ampC","beta-lactamase ADC7",-3.02302114057013,2.07668969307027,0.500635399121533,1,"no data"
"ABUW_1196","xdhA","xanthine dehydrogenase, small subunit",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000893677.1"
"ABUW_1197","xdhB","xanthine dehydrogenase, molybdopterin binding subunit",-4.41943228916011,2.58145698273261,0.07291410350544,0.698781864648296,"WP_001076822.1"
"ABUW_1198","xdhC","xanthine dehydrogenase accessory protein XdhC",-3.56242232411557,2.25475400205514,0.266453963765498,1,"WP_001164227.1"
"ABUW_1202","ABUW_1202","TonB-dependent receptor",-2.60444161330901,1.99055417797053,0.551264957100547,1,"WP_000281154.1"
"ABUW_1203","ABUW_1203","aminopeptidase N",-2.19044293082581,1.90814917360387,0.999999999999975,1,"no_data"
"ABUW_1206","ABUW_1206","dipeptide/tripeptide permease",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000872627.1"
"ABUW_1210","ABUW_1210","hypothetical protein",-3.31076411222832,2.17960419196419,0.250953098682292,1,"WP_000830596.1"
"ABUW_1211","ABUW_1211","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_000082790.1"
"ABUW_1213","ABUW_1213","",-0.835102565959248,3.55518364834046,0.42986297410467,1,"no data"
"ABUW_1215","ABUW_1215","",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_1218","algW","peptidase S1 and S6",-2.24552813134073,1.94313126407536,0.999999999999999,1,"no data"
"ABUW_1220","ABUW_1220","malate dehydrogenase",-3.33560870589133,2.19062965168,0.270258255626701,1,"WP_000342684.1"
"ABUW_1221","ABUW_1221","sensory box protein",-5.22923414799839,2.99397283010205,0.0491232260149056,0.627456332291231,"WP_000016038.1"
"ABUW_1223","metF","5,10-methylenetetrahydrofolate reductase",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000167013.1"
"ABUW_1224","ahcY","adenosylhomocysteinase",-2.97585766984265,3.86965145484406,0.0106631961413069,0.300149224718267,"WP_000994842.1"
"ABUW_1227","ABUW_1227","acyl-CoA dehydrogenase",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000576648.1"
"ABUW_1231","ABUW_1231","major facilitator family transporter",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000169408.1"
"ABUW_1233","ABUW_1233","OmpW family protein",-1.81219730942383,3.90416987069222,0.558643410945821,1,"WP_000976525.1"
"ABUW_1243","mltB","lytic murein transglycosylase B",-4.95742390380933,2.84369451865593,0.0630472921814646,0.692701831106436,"WP_000951088.1"
"ABUW_1244","mrdB","rod shape-determining protein RodA (EsvE3)",-2.19078776384674,1.91307375918052,0.999999999999975,1,"no data"
"ABUW_1245","ABUW_1245","EsvE2",-2.19113267808259,1.917990603871,0.999999999999975,1,"WP_001115740.1"
"ABUW_1248","ABUW_1248","ABC transporter ATP-binding protein",-3.28508966842235,2.15571956286179,0.28511665821805,1,"WP_000128669.1"
"ABUW_1249","ABUW_1249","integrase",-1.47650815239268,1.8197112660932,1,1,"WP_000135937.1"
"ABUW_1252","ABUW_1252","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000028947.1"
"ABUW_1289","ABUW_1289","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_000378508.1"
"ABUW_1293","ABUW_1293","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_001286352.1"
"ABUW_1299","ABUW_1299","major capsid protein",-1.47650815239268,1.8197112660932,1,1,"WP_000214198.1"
"ABUW_1312","ABUW_1312","phage protein",-2.19044293082581,1.90814917360387,0.999999999999975,1,"WP_000065059.1"
"ABUW_1314","ABUW_1314","hypothetical protein",-2.19152274689086,1.92567911061611,0.999999999999975,1,"WP_000722131.1"
"ABUW_1316","ABUW_1316","tail tape measure protein",-2.6667300577192,2.00732051655534,0.500635399121533,1,"WP_000046535.1"
"ABUW_1317","ABUW_1317","hypothetical protein",-3.77471387727062,2.33446312561593,0.139692651249274,0.859633558125512,"WP_000134295.1"
"ABUW_1318","ABUW_1318","hypothetical protein",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000959543.1"
"ABUW_1321","ABUW_1321","bacteriophage D3-Orf22",-1.47650815239268,1.8197112660932,1,1,"WP_000368382.1"
"ABUW_1323","ABUW_1323","hypothetical protein",-3.30969164475065,2.16427618138815,0.250953098682292,1,"WP_000598523.1"
"ABUW_1325","ABUW_1325","hypothetical protein",-1.47650815239268,1.8197112660932,1,1,"WP_001083663.1"
"ABUW_1330","ABUW_1330","hypothetical protein",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_161283661.1"
"ABUW_1335","ABUW_1335","efflux transporter, RND family",-2.19044293082581,1.90814917360387,0.999999999999975,1,"no data"
"ABUW_1336","ABUW_1336","efflux transporter, RND family",-3.30116485675799,2.15316721056939,0.25872455671998,1,"no data"
"ABUW_1339","hisJ","histidine-binding periplasmic protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_1352","ABUW_1352","hypothetical protein",-2.19078776384674,1.91307375918052,0.999999999999975,1,"WP_000783090.1"
"ABUW_1357","ABUW_1357","hypothetical protein",-2.66634068692184,1.99993980282557,0.500635399121533,1,"WP_000913439.1"
"ABUW_1361","ABUW_1361","glycosyl transferase, family 3",-3.30969164475065,2.16427618138815,0.250953098682292,1,"WP_001093416.1"
"ABUW_1362","dctA3","C4-dicarboxylate transport protein",-1.47650815239268,1.8197112660932,1,1,"no data"
"ABUW_1363","ABUW_1363","acyl-CoA dehydrogenase",-1.47650815239268,1.8197112660932,1,1,"WP_000881868.1"
"ABUW_1366","ABUW_1366","hypothetical protein",-1.4775908781485,1.83808860474376,0.999999999999975,1,"WP_000082052.1"
"ABUW_1368","pepD","aminoacyl-histidine dipeptidase",-3.75703522207615,2.31794142216595,0.131782800267137,0.859633558125512,"no data"
"ABUW_1372","thiG","thiazole biosynthesis protein ThiG",-3.72051220638506,2.2974012399006,0.195061870695161,1,"no data"
"ABUW_1374","ABUW_1374","hypothetical protein",-2.66707404668649,2.01199329210572,0.999999999999975,1,"WP_000264715.1"
"ABUW_1378","rhlB","DEAD/DEAH box helicase",-1.47685408929757,1.82489007978551,0.999999999999975,1,"WP_085940650.1"
